,0,1,2,3,4,5,6,7
0,ORBsup_L_SA,CUN_L_SA,SOG_L_SA,IPL_L_SA,SFGdor_R_SA,SFGmed_R_SA,PoCG_R_SA,STG_R_SA
1,-0.11492676797067403,-0.09868860476750878,-0.05946509945680517,-0.0034154769131001577,-0.06014202606788984,-0.10283495864507215,-0.04907733101223905,-0.07858546087772238
2,0.20996704859874127,0.1889670282671956,0.20968036329046943,0.10934384100166848,0.17910570422052866,0.20424828147812915,0.237094767972203,0.2066758693168347
